Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
3,7,0,4,741907,744325,"Okay, some tricks of the trade."
3,7,0,4,744493,756337,"Now, I’ve never been able to cry as an actor, so if I’m in a scene where I have to cry, I cut a hole in my pocket, take a pair of tweezers, and just start pulling."
3,7,0,4,758758,765096,"Or ah, or, let’s say I wanna convey that I’ve just done something evil."
3,7,0,4,765264,782363,"That would be the basic ‘I have a fishhook in my eyebrow and I like it’  Okay, let’s say I’ve just gotten bad news, well all I do there is try and divide 232 by 13."
3,7,0,4,791332,792791,And that’s how it’s done.
3,7,0,3,792958,797253,"Great soap opera acting tonight everybody, class dismissed."
3,7,87,4,799298,800466,"Hey, Mr. Trib."
3,7,0,3,800466,801033,Hey-hey.
3,7,87,5,1008215,1016472,"Look, I just saw my best friends brains smeared across the canvas, that’s not gonna be me, not me."
3,7,0,6,1017891,1022812,Wow! That was good. That was... Tweezers?
3,7,87,4,1023731,1025481,No.
3,7,0,6,1028235,1030945,Whoa. That was really good.
3,7,87,4,1031572,1032697,"Thanks, any suggestions?"
3,7,127,4,1284366,1286200,"Uh, may I help you?"
3,7,4,4,1286368,1297837,"Yeah, I talked to you on the phone, I’m the lady that got stuck with the racecar bed."
3,7,127,4,1288954,1297837,"Look, it’s like I told you, there’s nothing I can do. You signed for it, Monica Velula Geller."
3,7,0,4,1298547,1300715,"All right, Jester man, look we wanna see the king."
3,7,127,0,1300882,1302842,Nobody sees the king!
3,7,0,4,1303844,1305928,"Oh-ho-kay, I’m talking to the king."
3,7,127,6,1306138,1308097,Hey! You can’t go back there!
3,7,6,6,1313854,1317732,Oh my God.
