Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
8,8,3,4,466632,469176,"I’m sorry I won’t be able to make it to your imaginary wedding, but I’m"
8,8,1,6,480313,487110,"I know. I know. I panicked, I panicked. I didn’t want him to start yelling at me like I was some ’74 Latour."
8,8,3,5,487361,492991,It’s Lafite. The ’74 Latour is actually drinking quite nicely.
8,8,1,2,494911,498246,"All right here he comes. I’m gonna do this, I’m gonna tell him, I’m gonna be strong."
8,8,23,4,498915,500417,I just called a friend of mine.
8,8,1,6,500417,501283,Yeah?
8,8,23,4,501375,504461,I think I may be able to book
8,8,1,6,506631,508298,Really?!
8,8,23,3,513846,517724,What is it sweetie?
8,8,1,5,519435,522312,There’s not gonna be a wedding. Ross and I are not getting married.
8,8,1,5,522522,523794,I’m sorry daddy.
8,8,23,4,523794,524998,I don’t believe this!!
8,8,1,2,525149,526331,"Oh now daddy, stay calm. Please."
8,8,23,0,526331,526537,Stay calm?!!
8,8,23,0,526651,528777,How do you expect me to stay calm?!
8,8,23,0,528945,530697,This is unacceptable Rachel!
8,8,23,0,530697,532914,And I wanna know why?!!
8,8,23,0,533074,535450,Is it because that punk Ross won’t marry you?!
8,8,23,0,535618,536286,That’s it!
8,8,1,5,535618,538912,"Yes. Yes, he says I’m damaged goods."
8,8,23,0,536286,538975,Is that it?
8,8,10,3,636844,640930,I love your place! Where is this guy from?
8,8,2,4,641098,650899,Uh that’s an eighteenth century Indian artifact from Calcutta.
8,8,10,6,644894,650899,"Oh wow! So, you’re more than just dinosaurs."
8,8,2,4,651567,653485,So much more.
8,8,10,2,659659,661785,Oh my God! Oh my God! I’m so sorry!
8,8,2,4,661952,664663,"Aw forget it, it’s from"
8,8,23,0,674382,680553,You think you can knock up my daughter and then not marry her?! I’m gonna kill you!!
8,8,2,5,682932,685475,Y’know this is actually not a great time for me.
8,8,23,0,691982,698863,So? Come on! Explain yourself Geller! First you get my Rachel pregnant!
8,8,10,6,695903,698863,You got Rachel pregnant?!
8,8,2,6,699115,699797,Who did?!
8,8,23,0,699797,700204,You did!
8,8,2,2,702284,706496,"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing."
8,8,23,0,706706,710583,Oh? Really? That’s what my daughter means to you? Nothing?
8,8,2,2,710835,714671,"No! No sir umm, she means a lot to me. I mean, I care—I-I love Rachel."
8,8,10,6,714880,717465,What?!
8,8,2,3,717675,722053,"Oh but not that way. I mean…I mean I’m not in love with her. I love her like a, like a friend."
8,8,23,0,722221,724389,Oh really? That’s how treat a friend? You get her in trouble and then refuse to marry her?
8,8,2,0,724598,726480,Hey! I offered to marry her!
8,8,10,3,726480,726732,Wh
8,8,2,0,726851,728977,But I didn’t want to.
8,8,23,0,730563,733405,Well why not? So you can spend your time with this tramp?!
8,8,10,6,733405,733615,Tramp?!
8,8,2,3,735276,738820,"I’m sorry. Dr. Green, Mona. Mona, Dr. Green."
8,8,5,6,740489,743199,I can’t believe there is a naked hooker in there!
8,8,0,6,743367,746828,Wait! Wait! Maybe she’s a hooker
8,8,10,2,799465,801341,How could you have kept all of this from me?
8,8,2,4,801509,804260,"I was going to tell you, but"
8,8,23,0,804428,807222,But what?! You figured you’d get what you wanted and then dump her like you dumped Rachel!
8,8,2,0,807389,820652,Hey! I did not dump Rachel!  Nor are we still together.  Can I just…  Why don’t we just let the machine get that?
8,8,0,4,825199,834541,Hey Ross. It’s Joey. There’s a hooker over here and we thought maybe you’d know something about it.
8,8,2,4,828702,834541,"No! No! No! No! No! I-I-I-I—I need to, I need to lie down."
8,8,4,1,857189,862569,Oh my God Stu! I-I can’t believe you did this! Now are you absolutely sure she’s a hooker?
8,8,230,6,862820,866531,"Either that or she’s just the best, most expensive date I ever had."
8,8,2,3,980229,985400,So your dad dropped by. He’s a pleasant man!
8,8,1,2,985609,988161,Oh no
8,8,3,4,988161,989044,I’d better go. (She goes and sits down in the
8,8,1,5,998747,1006129,"Ross I’m so sorry. Okay. I-I will promise I will straighten this out with him tomorrow in person, or via e-mail."
8,8,2,0,1007047,1012010,I don’t care about your dad! I care about Mona! She was there and now she’s totally freaked out!
8,8,1,4,1012261,1014554,"Oh okay, I’ll fix that to. What’s her e-mail address?"
8,8,2,0,1014722,1016222,Rachel!
8,8,1,2,1016807,1019809,"All right, I promise. I’ll fix this. I swear. I’ll-I’ll-I’ll-I’ll talk to her."
8,8,2,0,1020060,1020692,Okay!
8,8,1,4,1020692,1021194,Okay.
8,8,2,0,1021194,1021866,Thank you!
8,8,3,0,1022813,1023648,That’s it?!
8,8,3,6,1023648,1025442,You call that a fight?
8,8,3,0,1025442,1026307,Come on!
8,8,3,0,1026400,1029332,"""We were on a break!"""
8,8,3,0,1029332,1029844,"""No we weren’t!"""
8,8,3,6,1029844,1030143,What happened to you two?
8,8,2,3,1037119,1039162,Thank you so much for coming back over.
8,8,10,5,1041582,1046377,"Oh good, you’re here. Yeah, and I was worried that it was going to be uncomfortable."
8,8,1,4,1047588,1049547,"I know Mona, just hear me out."
8,8,1,4,1049798,1055595,"First of all, I’m so sorry about my father yelling at you, but I heard you totally held your own."
8,8,1,4,1055763,1057555,You’re gonna have to tell me how you did that.
8,8,2,4,1057723,1059974,Focus.
8,8,1,4,1060476,1071110,"Okay. Um…But—Okay, yes Ross and I used to date. And yes we are gonna have a baby. But we are"
