Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
3,24,16,4,242492,244034,So thanks for the warm welcome.
3,24,16,3,244327,247539,"It’s good to have you guys on my team, and I come to play."
3,24,16,4,247539,248785,I hope you do too.
3,24,16,3,248957,251416,"Now, let’s go out there and get ‘em!"
3,24,16,4,248957,254211,"And remember, there is no ‘I’ in team."
3,24,5,3,254462,258465,"Yes, but there’s two in martini, soo everybody"
3,24,16,4,259467,262302,You! Chuckles! What’s your name?
3,24,5,2,262553,264638,"Oh it’s Bing, sir. I’m sorry , I was just ah..."
3,24,16,4,264889,266308,"No-no, I heard what you said, funny."
3,24,16,3,266308,268332,I like funny.
3,24,16,3,268559,271436,"This team is about hard work, but it’s also about having fun."
3,24,16,3,271688,273689,Good to have you aboard Bing!
3,24,153,4,420294,421337,You are iron.
3,24,153,3,421337,423186,You are steel!
3,24,153,0,423840,429678,"Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half?"
3,24,12,4,429929,433432,"I told you, we’re adding new operators all the time. Could we concentrate on my training?"
3,24,1,5,498664,503293,"Well that was depressing, I think I just bought a soft pretzel from one of the kids from"
3,24,3,6,504170,507214,Um-hmm. Oh wait! This is Bonnie.
3,24,129,3,507423,508507,Hi!
3,24,1,6,509509,510675,This is Bonnie?  This is Bonnie?  You’re Bonnie?
3,24,129,4,513095,516014,I can show you an ID if you want?
3,24,1,6,516224,520268,"Oh no, I’m sorry, you look a lot different from the last time I-I saw you."
3,24,129,4,520520,523396,"Oh yeah, well I just started wearing bras again."
3,24,1,4,524190,525941,"Oh, that must be it."
3,24,3,4,527485,528735,Well I hope you have fun tonight.
3,24,129,3,528945,530153,Thanks! You too.
3,24,12,4,825241,830245,"Oh, one other thing. Hoshi thinks that you being ringside may have affected my concentration."
3,24,4,4,831080,834249,Yeah. That-that was the problem.
3,24,2,4,840881,843758,Hey! How long until Pete’s fight?
3,24,4,4,840881,850056,"Oh, about five minutes. Right now they’re interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves."
3,24,2,4,850224,853601,Hot dog?
3,24,4,2,854186,857772,"Four, please.  I’m really nervous.  Thank you."
3,24,3,4,860067,863194,"So Ross, how umm, how did it go with Bonnie?"
3,24,2,3,863445,873079,"I gotta tell you, I-I wasn’t expecting to like her at all, I mean I actually wasn’t expecting to like anyone right now, but she’s really terrific."
3,24,3,5,873247,874289,"Ohh, that’s too bad!"
3,24,2,3,876750,879168,"No, I-I’m saying I liked her."
3,24,3,4,879420,881296,"Yeah, y'know what, there are other fish in the sea."
3,24,2,3,882548,885800,"Pheebs, I think she’s great. Okay? We’re going out again."
3,24,3,1,886427,889637,"Okay, I hear you! Are you capable of talking about any thing else?"
3,24,5,4,891473,893474,Hey! Which one’s my turkey burger?
3,24,2,4,893767,895977,"Ahh, the one next to my foot. Sorry."
3,24,2,4,896979,902317,"Okay, we’ll be right in.  So ah, did your boss try to slap you again today?"
3,24,0,3,896979,899230,"Hey, the fight’s starting!"
3,24,5,0,902484,903985,Nine times!
3,24,5,4,904820,906446,"Okay, I had to put on lotion!"
3,24,5,4,911785,915747,"But, it’s gonna be okay, because as of tomorrow I’m conducting an experiment, and if all goes as planned, my butt will be smack free."
3,24,0,4,916457,917624,Fight’s over!
3,24,5,3,923213,929135,"Excuse me, Doug?  Hey there sports fan!!"
3,24,16,3,929511,931971,Bing! You got those numbers for me?
3,24,3,4,1018100,1024439,"Okay. Would you rather live in the shirt pocket of a sweaty giant, or inside his shower drain?"
3,24,1,6,1026442,1030361,"Oh my God! Phoebe look, it’s Ross and that girl."
3,24,3,6,1033699,1038202,No! No! Look at that!  It’s a line of ants! They’re working as a team!
3,24,3,4,1040205,1041547,"Right, oh yeah."
3,24,3,6,1041547,1044387,"Wow, oh, it looks like Ross is breaking up with her."
3,24,3,4,1044585,1046044,"Uff, I hope he lets her down easy."
3,24,1,0,1046295,1047557,"Come on Phoebe, look at that!"
3,24,1,4,1047557,1049304,"They are not breaking up, look at them."
3,24,1,4,1049465,1051107,"Okay that’s, you know what that is?"
3,24,1,5,1051107,1052517,"That is a, that is a second date, that’s what that is!"
3,24,1,4,1053135,1055470,"Look at that, she just put her hand on his thigh..."
3,24,3,4,1055721,1058306,"Oh no! That really is nothing, she is"
3,24,1,0,1058474,1064645,"Ohh!  Phoebe, this is all your fault! Now he loves her, he’s gonna marry her, and this is all your fault."
3,24,242,4,1280988,1286200,"Oh, excuse me. I forgot my briefcase y'know, by accident."
3,24,16,3,1286493,1287295,"Of course, you did."
3,24,16,3,1287295,1288713,Forgot something else too ya bastard!
3,24,16,4,1292749,1294792,"Well, what about you?"
3,24,16,4,1295043,1301465,You’re not feeling left out or anything are ya?
3,24,5,5,1298880,1301465,"No. No, not at all, that’s-that’s ridiculous."
3,24,16,3,1301675,1304885,"Everybody else got one, and you want one too. Don’t you?"
3,24,5,5,1308223,1309557,"Ye-ye-yeah, yes I do!"
3,24,16,3,1309850,1311976,"Now get on out of here, you!"
