Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
7,20,185,4,329996,334583,"So now, these are all the tuxedos that we make and if there’s anything that you like, we can make you a deal."
7,20,185,4,334751,336503,Anything at all.
7,20,185,4,336503,339477,But these are the three that Monica pre-approved.
7,20,29,3,342884,347304,"Well, thanks a lot for hookin’ me up Rach. I want you to know that I want you to attend our wedding as my guest."
7,20,185,0,349849,360192,I’m Monica’s maid of honor. Okay? Don’t try to blue pin me!
7,20,197,3,596137,597846,Hey! Guess what I got for your wedding!
7,20,29,4,598014,607772,A freakish thin date with a hanger for her head?
7,20,197,3,601851,607772,"No. Rachel hooked me up with a tux! But not just any tux, Batman’s tux!"
7,20,29,6,608441,609774,What?
7,20,197,3,608441,617699,That’s right! Made expressly for Val Kilmer and worn by him in the hit film…that Batman film he was in.
7,20,29,0,618367,622495,You can’t wear that! I’m wearing the famous tux! James Bond’s tux!
7,20,197,4,620828,622495,So?
7,20,29,5,622663,626416,So—If you wear that you’ll make mine less special.
7,20,137,4,752835,757922,"anyway, his name is Allan and we’ve been going out for three years."
7,20,137,4,758132,761092,He was my first client when I became a party planner.
7,20,137,4,761260,765555,He was planning a party for his girlfriend at the time.
7,20,137,4,765723,767307,Oh well.
7,20,137,4,767475,771438,And he was Theta Beta Pi at Syracuse.
7,20,185,3,771438,773002,"Oh. Oh, that’s great!"
7,20,29,3,1277442,1278776,All right! I found one that fits!
7,20,185,4,1279027,1283864,"Well y’know what they say, the 23"
7,20,29,4,1289663,1291539,Whose is it?
7,20,185,5,1289663,1295126,Oh does it matter?! All that matters is that you look so handsome.
