Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
3,19,80,4,3211,3723,Here you go.
3,19,185,4,3723,5857,Thank you.
3,19,135,3,26151,27609,Hi!
3,19,185,3,27819,29528,"Hi! All right, let’s go shoppin’!!"
3,19,135,2,29821,32406,"Um, y'know, before we go ah, there’s something I need to say."
3,19,185,4,32824,34908,"Oh, okay."
3,19,135,2,38121,40622,"I’ve kinda of had this ah, this crush on you."
3,19,135,3,41791,44668,"But since you were with Ross, I-I didn’t do anything about it."
3,19,135,2,44836,48797,"But, now that you’re not, I’d really like to ask you out sometime."
3,19,135,2,49466,53343,"So-so that’s-that’s what I’m doing, now."
3,19,185,6,56806,57931,Wow! Umm....
3,19,80,4,69069,70360,I dropped a cup.
3,19,198,4,543042,544709,No.
3,19,178,6,584750,586626,"So, you’re like a zillionaire?"
3,19,29,6,588421,590755,And you’re our age. You’re our age.
3,19,178,4,591465,596553,"Y'know what, you should like, you should buy a state and then just name it after yourself."
3,19,175,4,597138,598513,What like Pete Dakota?
3,19,178,4,600182,601850,"Yeah, or, or, or, Mississ-Pete."
3,19,108,4,603436,606688,"Oh, oh, I got it! Pete-Chicago."
3,19,29,4,608316,610275,That’s not a state Joe.
3,19,108,4,610693,613111,"Oh, and Mississ-Pete is?"
3,19,175,4,615197,618533,"I got to go, so ah, I’ll see you guys later."
3,19,7,4,618701,620473,Okay.
3,19,29,6,620473,621091,You’re our age!
3,19,175,4,622997,624956,"So ah, we on for tomorrow?"
3,19,144,3,625124,626791,Absolutely!
3,19,144,3,628336,630670,Now get out of here you!!
3,19,144,0,636719,639804,"Okay, I’m running out of places I can touch him!"
3,19,144,5,640473,642057,"Look, is there something wrong with me?"
3,19,144,5,642224,645018,I mean why am I only attracted to guys where there’s no future?
3,19,144,5,645186,653735,"Either they’re too old, or they’re too young, and then there’s Pete who’s-who’s crazy about me, and who’s absolutely perfect for me, and there’s like zip going on!"
3,19,144,5,653986,663912,"I mean, seriously, does it sound like something’s wrong with me?"
3,19,116,0,660868,663912,Happy?! Is that what I’m supposed to be Vic? Happy?
3,19,108,0,665623,667515,"Well, why don’t you tell me what you’re supposed to be!"
3,19,108,6,667515,668269,Huh?
3,19,108,0,668376,670835,Because I sure as hell can’t figure it out!
3,19,108,0,671003,673421,I talk to you and nothin’.
3,19,108,0,673589,675258,"You look at me, and it’s nothin’."
3,19,108,0,675258,676114,Nothing.
3,19,227,3,683057,690021,"Tasty! I’m really starting to feel like you guys have a history, it’s-it’s nice."
3,19,116,4,690189,691941,I have a question about this scene.
3,19,227,4,691941,692589,Yes?
3,19,116,1,692692,697112,"Well, I don’t understand why Adrienne’s attracted to Victor."
3,19,227,4,697279,703743,"Peel the onion. First of all, he’s good looking."
3,19,108,4,702535,703743,Yeah.
3,19,116,4,703911,706955,I think my character’s gonna need a little bit more of reason than that.
3,19,108,4,707123,710375,"Oh, hey, how about this one."
3,19,108,0,707123,719467,"Ah, it’s says so in the script!"
