Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
1,1,5,4,79037,85417,"Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked."
1,1,11,4,85627,87169,"Oh, yeah. Had that dream."
1,1,5,6,87378,91465,"Then I look down, and I realize there's a phone... there."
1,1,0,6,94928,95600,Instead of...?
1,1,5,4,95600,96892,That's right.
1,1,0,4,97055,97973,Never had that dream.
1,1,3,4,97973,98629,No.
1,1,5,4,98723,102851,"All of a sudden, the phone starts to ring."
1,1,2,5,202660,205829,"I don't want to be single, okay? I just... I just- I just wanna be married again!"
1,1,5,2,209959,213086,And I just want a million dollars!
1,1,4,6,214214,215297,Rachel?!
1,1,0,4,611861,614990,Hey.
1,1,3,4,614990,615133,Hey!
1,1,4,6,622204,624289,Oh my God!
1,1,26,3,624498,628793,"I know, I know, I'm such an idiot."
1,1,4,4,636427,640680,"My brother's going through that right now, he's such a mess. How did you get through it?"
1,1,26,4,640890,644392,"Well, you might try accidentally breaking something valuable of hers, say her-"
1,1,4,4,644560,646144,-leg?
1,1,26,4,648773,650315,"That's one way! Me, I- I went for the watch."
1,1,4,6,650775,652651,You actually broke her watch?
1,1,1,5,653277,654737,"Barry, I'm sorry..."
1,1,1,5,654737,656422,I am so sorry...
1,1,1,5,656614,666706,"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway..."
1,1,1,3,1005504,1006088,"Oh, look, wish me luck!"
1,1,4,4,1006088,1007192,What for?
1,1,1,4,1007339,1010633,I'm gonna go get one of those  job things.
1,1,2,2,1243492,1249080,"You know you probably didn't know this, but back in high school, I had a, um, major crush on you."
1,1,1,4,1250540,1251707,I knew.
1,1,2,6,1252084,1258138,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.
1,1,1,4,1258882,1259684,I did.
1,1,2,5,1259684,1260931,Oh.
1,1,1,6,1262844,1263970,Oh really?!
1,1,9,4,1264338,1266597,Yeah. Did you tell someone that I was gay?
1,1,2,2,1265514,1276983,"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here—but do you think it would be okay if I asked you out?"
1,1,1,3,1266807,1270142,"Oh, did you not want people to know that?"
1,1,2,4,1273105,1275817,Sometime?
1,1,2,4,1275817,1277031,Maybe?
1,1,1,3,1278235,1281821,"Yeah, maybe..."
1,1,2,3,1280529,1291872,"Okay... okay, maybe I will..."
