Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
7,6,144,4,2794,8549,"Okay, the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor."
7,6,185,3,8717,12845,Oh my God! This is it!   I really hope it’s you!
7,6,178,4,11636,12845,I hope it’s you.
7,6,185,3,13013,14888,Me too!
7,6,144,3,16433,23063,"First of all um, I love you both so much and you’re both so important to me"
7,6,185,3,19019,23063,"Okay, bla-bla-bla-bla!! Who is it?!"
7,6,144,4,24149,29111,"Well umm, I was thinking that maybe we could come up with a system where we trade off being maid of honor for each other."
7,6,144,4,29279,31281,"Like hypothetically, if Phoebe were mine"
7,6,178,3,31281,32672,Yes!!! Oh!!
7,6,185,0,34409,35743,Hypothetically!
7,6,178,4,35910,37077,Still.
7,6,144,4,38538,42416,If Phoebe were my maid of honor
7,6,144,4,38538,45252,"Rachel would be Phoebe’s, I would be Rachel’s, that way we all get to do it once and no one would get upset."
7,6,185,4,45420,47472,Yeah that’s actually a pretty good idea.
7,6,178,4,47472,49816,"Yeah, I’ll do that. So who gets to be yours?"
7,6,144,4,50967,54678,"Well that’s the best part. Umm,"
7,6,178,6,56931,58600,Wh-why is that the best part?
7,6,144,3,58600,59904,Because then I don’t have to!
7,6,185,4,61311,66356,Well of
7,6,144,3,76701,77913,I’m really not deciding!
7,6,185,0,77913,78430,Fine!
7,6,178,3,89576,94676,"Aww, and good luck to you too!  What a nice lady!"
7,6,178,3,135051,137511,Hey! Ross!
7,6,29,4,137804,141098,Die Hard
7,6,108,4,141304,143142,"Yep. Hey, what do you say we make it a double feature?"
7,6,29,4,143351,144601,What’d you rent?
7,6,108,4,145186,147187,Die Hard 2
7,6,29,4,148189,150107,"Joey, this is"
7,6,108,4,151526,155571,"Oh, well we watch it a second time and its"
7,6,197,4,156698,157510,"Joey, we"
7,6,108,4,157510,159472,And?
7,6,197,3,159617,161702,And it’ll be cool to see it again! Yeah!
7,6,197,4,161870,164705,Die Hard
7,6,197,4,166374,168375,"Dude, you didn’t say"
7,6,29,4,171504,173839,"Yeah, I just got uh, got plans."
7,6,197,0,174007,177342,"Well, John McClane had plans!"
7,6,29,4,178052,183891,"No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch."
7,6,108,0,185310,188020,What are you talking about? Bitch.
7,6,197,6,299340,300302,What happened?!!
7,6,108,6,300302,301517,"Well, I don’t know!!"
7,6,197,4,301718,304594,We fell asleep! That is all.
7,6,108,4,304762,310976,"Yeah. Yep. Yeah. All right, well uh, I’d better go."
7,6,197,4,311144,313103,I think that would be best.
7,6,108,4,313313,315022,"Yeah. All right, I’ll talk to you later."
7,6,197,0,315189,316491,Okay. But not about this!
7,6,108,0,316491,318710,No! Never! Never!  Bye.
7,6,197,4,322155,324364,No touch! No touch!
7,6,108,0,533704,536952,Come on! Admit it! That was the best nap you ever had!
7,6,197,4,538037,539871,I’ve had better.
7,6,108,0,541415,543625,Okay! When?!
7,6,197,3,544919,547963,All right! All right! It was the best nap ever!
7,6,108,0,548130,549673,Uh-huh!
7,6,197,0,548130,551925,I’ve said it! Okay?! But it’s over Joey!
7,6,108,0,553844,555387,I want to do it again.
7,6,197,4,559475,561476,We
7,6,108,4,561644,564354,Why not?
7,6,108,0,565690,569442,Fine! Do you want something to drink?
7,6,197,4,569610,570695,"Sure, what do you got?"
7,6,108,4,570695,573272,Warm milk and
7,6,29,3,841090,843383,"Julie hi! Chandler Bing, I, I guess you remember me."
7,6,114,4,843551,846010,Hello Skidmark.
7,6,29,4,848472,851140,"It’s a nickname, I’ll explain later."
7,6,144,4,851308,853351,It’s pretty clear.
7,6,29,4,855646,865738,"Ah, uh, I owe you a long overdue apology. I never should have broken up with you because you were overweight."
7,6,114,6,863696,865738,That’s why you broke up with me?
7,6,29,5,869660,875456,"You-you-you didn’t know that.  Well, I guess my work here is done!"
