Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
6,25,185,3,149232,154611,"Isn’t it incredible?! Monica and Chandler, gettin’ married."
6,25,178,3,154863,157906,"I know, they’re gonna be"
6,25,185,3,158324,161034,"Ohh… I mean two best friends falling in love, how often does that happen?"
6,25,178,4,161286,163245,Not
6,25,185,3,164247,165831,No! I’m so happy for them!
6,25,178,3,166082,168500,Me too! So happy for them!
6,25,178,4,172172,176008,"Oh no! No God, definitely not jealous!"
6,25,185,4,185018,186518,"I mean I’m probably 98% happy, maybe 2% jealous. And I mean what’s 2%? That’s nothing."
6,25,178,3,186769,193400,Totally. I’m like 90/10.
6,25,185,4,190982,193400,Yeah me too.
6,25,108,4,197530,200365,"Hey uh, have you guys scene Chandler?"
6,25,185,4,203953,208081,"Wh—no, but y’know who did stop in here looking for ya, Tennille."
6,25,185,3,280446,282168,We’re gonna find love!
6,25,178,3,282168,283178,Definitely!
6,25,185,4,284701,287327,"Yeah, I’m pretty confident about that."
6,25,185,3,287912,292124,That’s what makes it so easy for me to be 80% happy for Monica and Chandler!
6,25,185,4,293376,295087,It would be nice to have a little guarantee though.
6,25,178,4,295087,296361,What do you mean?
6,25,185,4,296546,305512,"Well y’know, some people make deals with a friend, like if neither of them are married by the time they’re 40, they marry each other."
6,25,178,4,303928,304971,You mean a backup?
6,25,185,3,304971,305573,Exactly!
6,25,178,4,305763,307514,"Yeah, yeah I got that."
6,25,185,4,309100,309851,You do?
6,25,178,4,309851,310592,Hm-mmm
6,25,185,4,310768,311936,Who?
6,25,178,3,312270,314481,Yeah!
6,25,185,6,314481,315255,Are you serious?!
6,25,178,3,315440,317107,"Yeah, I locked him years ago!"
6,25,185,6,320278,325324,"Wh… So… If neither of you are married by the time you’re 40, you’re gonna marry Joey."
6,25,178,4,325575,331955,"Yep, we shook on it. Yeah but believe me that is not how he wanted to seal the deal."
6,25,185,6,333166,338420,"Oh, seriously?"
6,25,108,4,405321,408323,"Monica face it, Chandler is against marriage. And-and always will be!"
6,25,144,0,411786,414538,Well there’s some people who do want to marry me.
6,25,108,6,414747,415373,There are?
6,25,144,0,415373,417269,Yeah! Richard!
6,25,108,6,417625,419584,R-R-Richard said he wants to marry you?!  And-and Chandler’s tellin’ ya how much he hates marriage?!
6,25,144,4,421337,424149,That’s right.
6,25,108,4,424149,424346,Chandler
6,25,144,6,429429,431555,You just told me that he hates marriage!
6,25,144,0,431806,435308,That-that he’s a-a complex fellow who’s unlikely to take a wife!
6,25,144,0,435560,438103,That-that he’s against marriage and always will be!
6,25,108,4,438563,440730,You got
6,25,108,4,549549,556763,"Yeah uh, what am I gonna do?"
6,25,178,4,789121,790663,Good!
6,25,185,4,795085,796795,Pick one.
6,25,178,3,795085,799923,Left!  Thank you.
6,25,185,4,797797,799923,You’re welcome.
6,25,178,6,802176,804511,Ross!
6,25,185,4,802176,808807,Joey!  We should just switch.
6,25,178,3,806806,808807,Yeah absolutely!
