Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
3,16,178,4,289080,292666,"Wow, I have the spirit of an old Indian women living in mine."
3,16,144,3,293918,294960,So then you know?
3,16,178,4,298298,300549,"The mailman was downstairs, so I brought up your mail."
3,16,144,4,300717,301969,"Oh, good. Thanks."
3,16,178,4,301969,303939,Now what is Fabutec?
3,16,144,2,304429,306765,"Okay, all right don’t judge me to much."
3,16,144,4,306765,307239,Okay?
3,16,144,4,307348,315230,"Um, but I saw this info-mercial, and um, I swear to you I have never-ever bought anything on TV before, except for this mop."
3,16,144,3,315940,318358,"But there was this stuff on leg waxing, it just, it looked so amazing...."
3,16,178,3,321404,324031,"Oh, it’s incredible! I so want to be a Waxine girl."
3,16,144,3,324198,325449,I know!!
3,16,178,2,326826,330287,God. Do think it really doesn’t hurt? ‘Cause how can they do that?
3,16,144,3,330455,333874,Hello! Organic substances recently discovered in the depths of the rain forest!
3,16,178,4,334417,336793,They have the best stuff in there.
3,16,178,4,445945,448905,"After applying the Waxine and linen strips to leg number one,"
3,16,144,3,449073,450532,Did that!
3,16,178,4,451367,457706,Grasp one of the linen strips by its ‘easy grab tab’ and pull it off in one quick pain free motion.
3,16,144,6,458207,463044,Okay.  Ow!!!!! Ow-oh-oh!
3,16,178,6,461544,463044,Was it not pain-free?
3,16,144,1,464380,470010,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax."
3,16,178,4,471637,475515,"Huh, well, the girls in the satin nighties on the commercial don’t seem to think it’s that bad."
3,16,144,0,475683,478852,That’s because their nerves are probably deadened from being so stupid.
3,16,144,4,480605,484858,"But hey, y'know if you don’t believe me, please, by my guest."
3,16,178,6,486777,488987,Ow-ow-ow-ow! Oh my God!!!
3,16,197,4,498414,499581,Chloe? Hi..
3,16,33,5,500625,502709,Is this about me taking your watch?
3,16,197,6,503753,504885,You took my watch?
3,16,33,5,504885,506933,"I’m sorry, I do that."
3,16,197,5,507757,511259,"Just you keep it, listen did you, did you tell anyone about us?"
3,16,33,4,511427,514596,"Oh no. I feel it isn’t really anybody’s business, y'know."
3,16,197,2,514764,517974,"Exactly. So you didn’t, didn’t mention anything to Issac right?"
3,16,33,4,518142,521895,"Oh, well I tell Issac everything."
3,16,197,4,518142,527317,"You tell, of course you do. Issac. Issac. Hey, Issac. Issac, hi! Y'know we haven’t actually met..."
3,16,93,3,527485,529110,You dog!
3,16,197,4,531948,536409,"Yes, I suppose I am a dog. But Issac, see I-I happen to have a girlfriend."
3,16,93,4,536577,538828,"Oh right, that Rachel chick from the coffee place."
3,16,197,4,538996,541873,"Yeah, that’s the one. Listen, I don’t want to hurt her."
3,16,93,4,542041,547546,"Oh, hey, man I know, doesn’t matter how much we love ‘em, monogamy is too cruel a rule."
3,16,197,4,549465,553885,"Yeah. Listen, can you keep this information to yourself?"
3,16,93,4,554053,558557,"Aw, no problem dude. Y'know we got to look out for each other. We’re the same, you and me."
3,16,197,3,561727,564271,"Actually, no, we’re not."
3,16,93,4,564438,565855,"Yeah, we are."
3,16,197,4,566524,568233,"No, we’re not."
3,16,93,4,568401,569734,"Yeah, we are."
3,16,197,0,571070,571952,"No, we’re not!!"
3,16,93,4,571952,572159,"Okay, we’re not."
3,16,197,4,572280,574781,Right.
3,16,93,4,574949,576324,"But, we are."
3,16,197,4,578661,582080,Fine. I just need to know that you’re not gonna tell your sister.
3,16,93,4,582873,585166,I can promise not to tell her again.
3,16,197,5,1244368,1247411,"Look, look, there’s got to be a way we can work past this."
3,16,197,2,1247579,1250581,"Okay,  I can’t imagine, I can’t imagine my life without you."
3,16,197,5,1250749,1259715,"Without, without these arms, and your face, and this heart."
3,16,197,5,1259883,1262009,"Your good heart Rach,  and, and...."
3,16,185,4,1266515,1267932,No.
3,16,185,5,1268684,1271852,"I can’t, you’re a totally different person to me now."
3,16,185,5,1272521,1277692,"I used to think of you as somebody that would never, ever hurt me, ever."
3,16,185,5,1280654,1286867,"God, and now I just can’t stop picturing with her, I can’t,  it doesn’t matter what you say, or what you do, Ross."
3,16,185,5,1287035,1289662,"It’s just changed, everything."
3,16,185,5,1292124,1293749,Forever.
3,16,197,5,1304720,1306220,"Yeah, but this can’t be it, I mean."
3,16,185,5,1311601,1313769,Then how come it is?
