Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
8,7,3,5,837294,841172,"Ooh, oh no! I have to go! I have a massage appointment."
8,7,27,4,841340,844592,"Oh no, stay here we’ll keep doing this. I’ll pay you."
8,7,3,4,845469,851766,"No, I got in trouble for that before. I’ll see you later."
8,7,27,3,853978,856020,Absolutely.  I love the way you kiss.
8,7,3,3,993659,994301,Hey!
8,7,27,3,994301,996092,Welcome back!
8,7,3,3,998288,1000915,Hey!  Can we pick up where we left off?
8,7,27,4,1001083,1002792,"I don’t know, I’m still pretty tired out from this afternoon."
8,7,3,6,1002960,1003586,Why?
8,7,27,4,1003586,1005311,"Uh, the sex."
8,7,3,6,1005421,1006339,What sex?
8,7,27,3,1006339,1007400,Our sex.
8,7,3,6,1007506,1008881,We didn’t have sex.
8,7,27,4,1007506,1013720,"Well if I didn’t have sex with you, I had sex with someone that looked an awful lot like"
8,7,3,1,1015889,1019226,Ew! Ew! Ew! Ew! Ew! Ew!
8,7,27,1,1019226,1020332,Oh no! Oh no! Oh no! Oh no! No! No! No!
8,7,3,6,1020436,1024355,You-you…you had sex with Ursula?!
8,7,27,2,1024523,1027068,"Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and"
8,7,3,6,1027776,1029736,You didn’t notice she was wearing different clothes?!
8,7,27,5,1029903,1033489,Well I was just so excited to see you.
8,7,3,1,1033657,1038745,Oh. Ew! Ew! Ew! Ugh! Y’know what? This is too weird.
8,7,27,5,1038912,1039634,No-no it’s not!
8,7,27,5,1038912,1046919,It’s-it’s like I was saying to Ursula when I was making love to her and I thought she was you—Yeah it is too weird.
8,7,27,2,1039634,1042049,I don’t want to lose you!
8,7,3,5,1049089,1050256,So I guess this is it.
8,7,27,5,1054762,1060475,Yeah.  Maybe it’s for the best. You smell just like her.
8,7,3,0,1057306,1060475,"Yeah, so do you."
8,7,2,5,1281905,1284387,"Well, the old lady died."
8,7,2,4,1284387,1286002,And how do I know?
8,7,2,4,1286118,1289495,Her dying wish was for one last kiss.
8,7,2,3,1291832,1295054,"But I don’t care,  because you got the apartment."
8,7,2,3,1295054,1295801,Yes!
8,7,1,1,1295919,1301966,Ewww. Yeah. Umm. I think I’m gonna stay here.
8,7,0,3,1302134,1304260,Isn’t that great?
8,7,2,1,1307389,1308973,Ezels!!
