Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
7,2,2,6,117200,119451,"Phoebe, oh my God! Wh-wh-what are you doing here?"
7,2,3,4,119619,123122,"I need to talk to you, it’s pretty urgent. It’s about Monica and Chandler."
7,2,2,6,123373,124166,Oh my God!
7,2,2,4,124166,125604,"Of course, of course."
7,2,2,4,125708,128335,"Umm, would you please excuse me for a moment?"
7,2,2,4,128503,132589,"Umm, do you know each other’s hometowns?"
7,2,2,2,133508,134925,Why don’t you…   Wh-what’s going on?
7,2,3,4,135135,139721,"Well, umm, not much."
7,2,3,4,140014,142224,"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y’know?"
7,2,3,4,142433,146103,"So, could I just move in with you for a couple days?"
7,2,2,4,149065,152734,"Umm, okay, yeah, sure. But wh-what’s wrong with Monica and Chandler?"
7,2,3,4,152944,155154,Nothing..Why?
7,2,2,0,157407,158907,"Phoebe, you said it was urgent!"
7,2,3,4,159117,162286,Oh yeah it is! I’m going to the movies and it starts in like five minutes.
7,2,2,0,165415,169626,Do you realize I have a classroom full of students?
7,2,3,4,171421,175591,"Oh, I’m sorry. I’m so rude. Does anyone want to come to the movies?"
7,2,2,6,401401,403068,And they knew about it?
7,2,3,6,406864,409408,"Okay, well Ross, what is this really about?"
7,2,2,0,410034,413870,"Look, this is my home and I want to be able to come and go whenever I want!"
7,2,3,0,414080,419501,"Okay, I will find someplace else to do the rest of my appointments. I just don’t know what the big deal is!"
7,2,2,1,419669,427175,"The big deal is I don’t want naked, greasy strangers in my apartment when I want to kick back with a puzzle—beer! Cold beer."
7,2,1,4,430054,432055,"Hey Joey, what ‘cha doing?"
7,2,0,4,432432,436309,Sweepin’. Why? Turn you on?
7,2,1,4,438521,439688,No.
7,2,0,3,442066,445068,Huh. What if I was sweeping a chimney?
7,2,1,4,447238,449322,"Joey, did"
7,2,0,3,452618,455454,Where are you going? The vicar won’t be home for hours.
7,2,1,6,461377,465380,"Joey,  where did you learn that word?"
7,2,0,4,468050,469718,"Where do you think,  Zelda?"
7,2,1,0,474348,475940,You found my book?!
7,2,0,3,475940,477656,Yeah I did!
7,2,1,0,478561,481605,"Joey, what-what are you doing going into my bedroom?!"
7,2,0,6,481856,485734,"Okay, look I’m sorry, I went in there to take a nap and I know I shouldn’t have, but you got porn!"
7,2,1,0,487612,490824,"Hey-hey, y’know what?"
7,2,1,4,491115,495952,There’s nothing wrong with a woman enjoying a little…erotica.
7,2,1,0,496245,504294,"It’s just a healthy expression of female sexuality, which by the way, you will never understand."
7,2,0,3,506797,508465,You got porn!
7,2,22,3,566023,569734,"So Chandler, your parents must’ve been thrilled when you told them you were engaged."
7,2,5,4,569986,572195,"Oh yeah, I should probably call them."
7,2,19,3,573239,575490,I remember when we first got engaged.
7,2,5,4,575700,577222,"Oh, I don’t think I ever heard that story."
7,2,19,3,578077,583999,"Well, I’d gotten Judy pregnant. I still don’t know how that happened."
7,2,22,1,584166,588503,You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!
7,2,5,4,591507,593258,What a sweet story.
7,2,4,1,594343,597220,"Well, at least you’re not hearing it for the first time at your fifth grade Halloween party."
7,2,19,6,597471,599097,What?! They wanted a scary story!
7,2,4,3,600725,609190,"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund."
7,2,4,6,612278,613154,What?
7,2,22,2,613154,614981,"You tell her Jack, I can’t do it."
7,2,4,6,615197,617699,What happened? You still have the Monica wedding fund don’t you?
7,2,19,4,617867,621119,"We have it. Only now, we call it the beach house."
7,2,4,0,625207,628168,I don’t believe you spent my wedding fund on the beach house!
7,2,22,4,628336,635675,"We’re sorry honey, but we just assumed if you got married after you turned 30 you’d pay for it yourself."
7,2,4,6,748164,750999,I can’t believe this. Do you think that your parents could help pay for it?
7,2,5,5,751208,756671,"I don’t know, my mother spent most of her money on her fourth wedding."
7,2,5,0,756839,759215,She’s saving the rest for her divorce.
7,2,5,4,759508,764220,And any extra cash my father has he saves for his yearly trips to
7,2,1,4,768684,769934,Well what happened at dinner?
7,2,4,0,770102,772228,My parents spent the money for our wedding!
7,2,3,6,773647,775607,My God! What did you order?!
7,2,1,5,777026,785492,"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!"
7,2,5,4,786702,790663,"Honey, it’s gonna be okay."
7,2,4,5,786702,794709,No! No it’s not! It’s not gonna be okay! It sucks! No swing band! No lilies!
7,2,1,4,790831,792843,"No, y’know what?"
7,2,1,4,792843,794757,It’s gonna be okay.
7,2,1,4,794919,800799,I mean you don’t have to have this rustic Italian feast.
7,2,1,4,797922,800799,Y’know?
7,2,1,4,801050,809432,"And-and you don’t need, you don’t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack."
