Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
3,23,3,4,134551,138387,"Okay, and then this is the coffee house. This is where I play my music."
3,23,216,3,138555,140556,Good deal.
3,23,2,4,330246,332122,"Th-th-that's all it is, a third nipple."
3,23,2,4,332290,335917,Just your run-of-the-mill third nipple.
3,23,2,4,336085,337212,You can take it off.
3,23,2,2,337212,339696,Just slice that baby right off!
3,23,106,4,339797,347304,"Take your shirt off, and let's see what we're dealing with here.  What are you doing?"
3,23,2,4,348181,352726,Just showing you my run-of-the-mill-slice-it-right-off third nipple.
3,23,106,4,352894,355729,Well that's not a third nipple.
3,23,2,6,354000,355729,No?
3,23,106,4,361152,368116,"Wait a minute, hold it.  Johnson! Will you come in here a moment?"
3,23,241,4,365198,368116,I'm with Hamilton!
3,23,106,4,368284,370619,"He's good with rear things, bring him in too."
3,23,0,3,429762,432514,"Okay, good, so there you go. Go with Vince."
3,23,3,4,432682,434516,"Yeah, but Jason's really sensitive."
3,23,5,4,434684,436656,"Well sensitive is important, pick him."
3,23,3,4,436656,438077,Yeah.
3,23,0,1,438187,440981,"Oh sure, go with the sissy."
3,23,3,0,442275,444317,Jason is not a sissy!
3,23,0,0,444485,446695,"Oh no-no-no-no, I meant Chandler."
3,23,3,4,786410,790205,"I’m telling you, if you want to take care of that thing, you should go to my herbal guy."
3,23,2,4,790748,795043,"Thank you, but I want to remove it Pheebs. I don’t want to make it savory."
3,23,4,4,796253,802300,"Y'know when girls sleep with guys with weird things on their body, they tell their friends about it."
3,23,2,4,803052,804511,Gimme this.
3,23,1,4,807389,811392,"Hi! Okay, don’t be mad at me, but I couldn’t resist."
3,23,4,6,811560,812727,Brides magazines?
3,23,1,4,812895,821236,"Yes, and I know that you’d say no if he asked you, but I’m sorry; how great would you look walking down the aisle in this Donna Carin."
3,23,3,5,821904,829869,"Oh, you so would! Oh, you should get that anyway.  Like for clubbing."
3,23,4,6,831038,839254,"It is so weird, I know what I said, but uh, this morning, I was lying in bed I was, I was imagining what it would be like to say yes."
3,23,4,3,842341,851432,"I know it’s a little sudden, and it’s a little rushed, and it’s totally not like me to do something like this, but that doesn’t mean I can’t."
3,23,4,3,848347,851432,Right?
3,23,4,3,851600,858815,"I mean I’m-I’m crazy about Pete, and I know that we want the same things, and when I thought about saying yes, it made me really happy."
3,23,1,6,860985,862777,Oh my God.
3,23,4,4,864196,867866,I know.  I need more pie.
3,23,3,4,870119,873955,"Hey Mon umm, if you do get married, can I bring two guests?"
3,23,1,6,876959,878960,You didn’t break up with that fireman?
3,23,3,4,879128,881045,"No, that was my way of telling you."
3,23,3,4,882131,887051,"Well, it turns out he’s incredibly sensitive, he keeps a journal and he paints."
3,23,3,4,887219,889429,He even showed me charcoal drawings that he drew of me.
3,23,1,6,889597,890638,Wow!
3,23,3,4,890806,894851,"Yeah, well he’d prefer water colors, but y'know, he has easy access to a lot of charcoal."
3,23,4,4,897813,899355,"So then, are you going to dump Jason?"
3,23,3,4,899523,909574,"Well, yeah, because I have to break up with someone, and… Okay so Jason is sensitive,  but now so’s Vince  Plus, Vince has the body y'know?"
3,23,3,4,909742,915371,So… It’s really just about the math.
3,23,3,4,922254,923006,Jason?
3,23,177,4,923006,925220,"Yeah, come on in."
3,23,177,4,933182,937226,"So Phoebe, you ah, sounded kinda serious on the phone, is ah, is anything wrong?"
3,23,12,4,1055387,1060058,"Lights.  Uh, romantic lights."
3,23,4,3,1060476,1062977,"Ooh, nice."
3,23,12,4,1063145,1066564,"So ah, there was this thing I wanted to talk to you about."
3,23,4,4,1067024,1070610,"Oh, right! I completely forgot about that."
3,23,12,4,1073489,1079494,"Well ah, I’ve been doing a lot of thinking, and I look at my life"
3,23,4,4,1077951,1079494,Yeah?
3,23,12,0,1079661,1090630,"And I feel like I’ve conquered the business world, and I feel like I’ve conquered the intellectual world, and now I-I have the most beautiful woman in the world."
3,23,4,6,1092216,1093591,Wow.
3,23,12,5,1094676,1096385,There’s one thing missing.
3,23,4,4,1097679,1098930,What’s that?
3,23,12,4,1100516,1103559,It’s time for me to conquer the physical world.
3,23,4,4,1106063,1107563,Okay.
3,23,12,4,1108857,1118241,"Monica, I want to become  the Ultimate Fighting Champion."
3,23,4,6,1116532,1118241,You wanna what?!
3,23,12,3,1119034,1125957,"I want to become the Ultimate Fighting Champion! It’s the most intense physical competition in the world, it’s banned in 49 states!"
3,23,4,6,1126542,1128376,What are you talking about?
3,23,12,4,1128544,1136592,"Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, I’ve even had my own octagon training ring designed."
3,23,4,3,1136760,1139679,And I suppose you used a ring designer for that.
3,23,12,4,1140055,1141389,Yeah.
3,23,12,3,1142307,1145810,"Monica, I want you there in the front row when I win."
3,23,12,3,1145978,1148479,I want you close enough to smell the blood.
3,23,12,4,1150482,1152150,What do you think?
3,23,4,1,1153402,1155653,My parents will be so happy.
3,23,5,4,1317691,1323237,"Everything’s gonna be all right. Okay, Dick?"
3,23,244,6,1325907,1333456,"Hello, I am Guru Saj--Whoa!!  That’s supposed to be a duck right? ‘Cause otherwise, this is waaay out of my league."
