Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
4,19,158,3,6756,22271,"Morning’s here! Sunshine is here! The sky is clear, the morning’s here! The morning’s here!"
4,19,1,0,24941,28527,HEY!! Do you
4,19,158,3,29029,36160,Oh come on! Morning’s here!  Morning’s here! The morning is here! Sunshine is here!
4,19,1,4,44377,46420,I
4,19,0,3,56181,63187,Are you kidding? I love that guy!  Morning’s here! Morning is here—
4,19,1,0,63354,72738,Stop it! I will kill you. I hate the fact that my room is so small.
4,19,4,4,72906,75616,"Hey, I have all the space I need. Just do what I did."
4,19,1,0,75784,79661,"Monica, you don’t even have a bed, you sleep in a ball on the floor!"
4,19,4,4,81581,83749,Y’know what? I am
4,19,1,5,87837,89713,I’m sorry. I’m so sorry.
4,19,4,4,89881,91757,Okay.
4,19,0,4,91925,93258,"See, this is a"
4,19,4,0,93426,95344,Shut up! This place is a hole!
4,19,4,3,761177,762927,Because we won our apartment back!
4,19,0,6,763095,766264,"What? Ace is high! Jack, queen, king, ace!"
4,19,4,0,766432,769184,"No! Ace is low! Ace, two, three, four!"
4,19,3,6,776942,784073,I don’t know. Ooh! Ooh! Look it!  Ah-ha!
4,19,1,4,786577,788259,"All right, cut, let’s pick again, pick again."
4,19,0,4,788259,789309,Okay.
4,19,1,0,791332,799589,Come on apartment! Come on apartment!  Oh! I know queen is high!
4,19,0,6,799757,803802,"Uh-huh, not as high as… It worked! King!"
4,19,5,3,803969,806596,Yeah baby!
4,19,4,3,807223,808932,"But, we pick again! We pick again!"
4,19,0,4,809099,809767,Why?!
4,19,4,2,809767,810673,I don’t know!
4,19,5,3,812561,819317,Tickets please!  That’s courtside baby!
4,19,0,6,819485,829619,"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!"
4,19,5,3,828285,829619,No they didn’t!
4,19,2,6,1013929,1016931,Damn! I thought that was going to be romantic as hell!
4,19,8,4,1020185,1021436,It was.
