Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
7,18,3,6,241658,245327,Oh my God! That guy at the counter is totally checking you out!
7,18,4,6,241658,247496,"Really?  My God, he’s really cute."
7,18,3,4,247664,251291,Go for it.
7,18,4,6,252210,253961,"Phoebe, I’m engaged!"
7,18,3,4,254128,256797,"I’m just saying, get his number just in case."
7,18,3,4,262720,273063,But no: Chandler is in an accident and can’t perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill.
7,18,4,3,273231,282197,"Op, can I just tell you something? Very flattered but umm, I’m engaged."
7,18,4,1,287745,289705,Well you should be embarrassed.
7,18,3,3,293251,298005,"I did, but that was really fun."
7,18,3,3,411202,412500,"Oh, great!"
7,18,3,3,411202,419292,"We couldn’t keep our eyes off each other all night and then every once and a while y’know, he’d kinda lean over and stroke my hair and touch my neck."
7,18,4,3,419460,421503,"Okay, stop it Phoebe, you’re getting me all tingly."
7,18,3,3,423131,426216,"All I could think of was y’know, ""Is he gonna kiss me? Is he gonna kiss me?"""
7,18,4,4,426384,429136,And did he?
7,18,3,3,426384,431638,"I’m a lady Monica, I don’t kiss and tell. But this hickey speaks for itself."
7,18,4,4,431806,433849,"Okay-okay, I got it. I got it."
7,18,3,3,434267,439938,I just like him so much that I just feel like I’ve had 10 drinks today and I’ve only had six.
7,18,4,3,441399,446570,"Oh, I haven’t had that feeling since I first started going out with Chandler."
7,18,4,5,441399,451283,"Wow, I’m never gonna have that feeling again, am I?"
7,18,3,1,446863,451283,You sound like a guy.
7,18,4,1,451451,455495,"No, a guy would be saying, ""I’m never gonna get to sleep with anyone else."""
7,18,4,6,455663,456581,Oh my God!
7,18,4,5,456581,458240,I’m never gonna get to sleep with anyone else!
7,18,4,6,459667,463753,I’ve been so busy planning the wedding that I forgot about all the things that I’d be giving up!
7,18,4,5,463921,467924,"I mean, I…I’m never gonna have a first kiss again."
7,18,3,4,468217,470302,You’ll have a last kiss.
7,18,2,4,475683,479102,Can I ask you something? Have you ever had a guy have a crush on you?
7,18,0,6,479270,481313,Is that why you wanted to tie my tie?
7,18,2,5,483316,486818,There’s this kid in my class who said he’s in love with me.
7,18,0,6,486986,488069,Whoa!
7,18,1,6,488237,489072,Whoa what?
7,18,0,4,489072,490844,Ross has a boyfriend.
7,18,2,3,491657,493700,I do-I do
7,18,1,6,498080,499540,Really?
7,18,2,3,499540,499642,Yeah!
7,18,2,4,499642,499818,I don’t know.
7,18,2,0,499874,502584,"I mean, last year Elizabeth now-now this kid."
7,18,2,3,502752,506588,What-what-what-what is it?!
7,18,2,0,502752,509341,Am I giving out some kind of…sexy professor vibe?
7,18,1,4,512261,513970,Not right now.
7,18,2,5,514430,519601,It-it—The point is my natural charisma has made him fail his midterm.
7,18,1,5,519769,521853,"Oh, see now I feel bad for the kid!"
7,18,1,3,522021,525315,I had a crush on a teacher once and it was so hard!
7,18,1,4,525483,529986,Y’know you—I couldn’t concentrate and I blushed every time he looked at me.
7,18,1,4,530154,533240,"I mean come on, you remember what’s it’s like to be 19 and in love."
7,18,0,3,635301,637302,‘Kay!
7,18,236,4,637678,643141,in the category of Favorite Returning Male Character the nominees are: John Wheeler from
7,18,0,6,665081,667248,What the?!
7,18,1,4,851058,854185,Thank you.
7,18,0,0,865281,867991,If I can’t have it you can’t have it!
7,18,3,6,1257047,1258089,Rach?
7,18,1,4,1258257,1261509,I’ll be out in a second.
7,18,3,3,1265806,1277817,Oh.  It’s just so unexpected! I…I uh…Boy I’ll tell you it’s just such an honor to be nominated for a
7,18,1,4,1287828,1293499,"Honey, we have to go. Our reservations are at 8:00."
7,18,3,4,1289913,1297545,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.
7,18,1,4,1298088,1300840,"Okay honey, you can finish this later we’re gonna be late. We gotta go."
7,18,3,3,1301008,1303342,"Please, don’t play the music. Just uh one more."
