Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
8,24,4,3,147844,148971,Hey!
8,24,4,5,149220,152098,I can’t believe this is taking so long. How are you doing?
8,24,1,5,152265,157478,Oh not bad. Do you know that feeling when you’re trying to blow a Saint Bernard out your ass?
8,24,5,6,160565,165987,Weirdest thing. Did I hear——Mother of God it’s true!
8,24,6,6,166904,170908,Chandler Bing!
8,24,0,6,171075,172076,Janice
8,24,2,3,172243,176789,"Not just Janice, Janice in labor, contracting and everything."
8,24,6,4,178249,181586,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler."
8,24,5,6,187258,193473,Janice I didn’t even know you were pregnant! Who’s the unwitting human who’s essence you’ve stolen?
8,24,6,4,195516,199604,It’s you. This is yours.
8,24,5,6,200146,201397,What?!
8,24,6,3,201564,205234,Look how nervous he gets! We haven’t slept together in years!
8,24,5,2,208905,211699,That’s funny. Does it-does it hurt? Does the labor hurt?
8,24,3,4,214911,222460,"Okay I’ve got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?"
8,24,65,4,229342,240436,"I’d have to say…the talking gorilla, because at least I can explain to him that you’re making me eat him."
8,24,3,6,238184,246150,Somebody went to college. Wow.  What is it? I’m sorry.
8,24,1,5,262542,272969,Oh that’s five Ross. Five women have had five babies! And I have had no babies! Why doesn’t she want to come out?
8,24,2,4,274011,275638,Y’know what I think it is?
8,24,2,4,275805,281394,I think you’ve made such a nice home for her over the last nine months that she just doesn’t want to leave.
8,24,1,5,281561,286733,Oh. Look at you making up crap for me. Oh God!
8,24,98,4,291988,294657,"Twenty-one hours, you’re a hero."
8,24,1,5,294824,305960,Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.
8,24,98,4,302957,305960,"Actually, I think you’re ready to go to the delivery room."
8,24,1,6,307044,308838,What?
8,24,98,4,307044,310840,"Ten centimeters, you’re about to become a mom."
8,24,1,6,312341,320224,My God. Okay.  Ha-ha-ha beat ya! Sucker!
8,24,98,4,597918,599128,Do we have a name yet?
8,24,1,4,599128,600797,"No, not yet."
8,24,98,4,600880,604633,"That’s fine, for now we’ll just call her Baby Girl Green."
8,24,1,4,604800,607053,"Oh no, Baby Girl Geller-Green."
8,24,1,3,607053,608096,Hello baby girl.
8,24,6,4,863309,870607,He’s a keeper. How are you feeling?
8,24,1,4,866603,870607,"Oh, I’m fine."
8,24,6,4,872192,877906,"Can I just say, I really admire what you’re doing. Just raising her all alone."
8,24,1,4,878824,881035,"Oh, I’m not doing it alone. I have Ross."
8,24,6,4,881243,886707,"Oh, sure. Now. But what happens when he meets somebody else and gets married?"
8,24,1,4,887458,890627,"Well then he gets a divorce, it’s Ross!"
8,24,6,4,893547,901972,"I’m telling you Rachel, listen to Janice. They all say they’re gonna be there until they start their real family."
8,24,1,5,903390,906352,Well I—That’s never gonna happen with Ross.
8,24,6,1,906518,912983,"Oh well that’s what I thought about my first husband, now I’m lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs."
8,24,2,4,1034563,1036899,"Yeah. She’s putting her down now, that’s her."
8,24,1,4,1037065,1038066,Oh it’s all right.
8,24,5,3,1287733,1288735,That was amazing.
8,24,4,4,1288735,1290571,I know.
8,24,4,3,1292529,1298368,"Hey, do you realize we may have just changed our lives forever?"
8,24,4,3,1298535,1300120,We may have just started a family.
8,24,4,3,1300579,1304916,"Nine months from now we can be here, having our own baby."
8,24,5,4,1305625,1308336,"And if not, we got to do it on a bucket."
