Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
6,11,1,0,511511,513053,"Ross, get over it! It’s not like she hates you."
6,11,2,5,513221,515430,Yeah but
6,11,1,4,525358,529069,"Ross, she’s not weird, she just wants her stuff to be one of a kind."
6,11,2,0,529237,533823,Huh. Y’know what’s not one of a kind? A twin!
6,11,1,3,538663,541373,"Ooh, Phoebe’s here! Okay, let’s turn out all the lights and we’ll just watch the movie!"
6,11,3,3,541582,545252,"Okay. Hey—Ooh, cool sheets!"
6,11,2,3,541582,548213,"Oh, you like it? You wanna know where I got it?"
6,11,3,3,545419,548213,Sure!
6,11,1,3,548381,549798,He got it a flea market!
6,11,3,1,551300,557889,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little."
6,11,1,4,910242,917874,"Well there’s yore. And uh, y’know, yesteryear."
6,11,3,4,919126,922795,"Yeah no, I’m telling you Rachel has such a great eye for this stuff."
6,11,3,4,922963,928051,"Ross, y’know if you ever decide you need to redecorate—And I think that you should."
6,11,3,4,928218,929969,"You should, you should ask Rachel to help."
6,11,1,4,930137,931679,Oh honey he doesn’t need my help.
6,11,3,3,931847,937644,"Oh, come on! I think he’s ready to get rid of, what did you call it? The cheap knock-offs and dinosaur junk."
6,11,2,6,942566,944275,Really?!
6,11,2,6,945319,949310,"Hey, y’know what?"
6,11,2,4,945319,957413,"Since you have such a great sense of what I need, uh ooh, here’s-here’s 60 bucks, why don’t you take Phoebe down to that Colonial flea market of yours and get me some stuff."
6,11,1,3,962294,964587,"Y’know what? I don’t, I don’t think Phoebe really wants to come."
6,11,3,3,964755,965597,No! I do want to!
6,11,1,4,965597,966633,"Oh, she does want to."
6,11,2,4,966757,967884,She does want to.
6,11,3,3,967884,968320,Yeah!
6,11,5,4,1255295,1261842,"Yeah, I’m sorry man.  You wanna go watch?"
6,11,0,3,1260300,1261842,Yeah!
