Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
1,7,29,6,139472,144643,"Oh my God, it's that Victoria's Secret model. Something... something Goodacre."
1,7,104,4,143309,144643,"Hi Mom, it's Jill."
1,7,29,6,144894,153527,"She's right, it's Jill. Jill Goodacre. Oh my God. I am trapped in an ATM vestibule with Jill Goodacre!"
1,7,104,4,162996,166874,"Yeah, I'm fine. I'm just stuck at the bank, in an ATM vestibule."
1,7,29,4,167125,171503,Jill says vestibule... I'm going with vestibule.
1,7,104,4,172380,177718,"I'm fine. No, I'm not alone... I don't know, some guy."
1,7,29,3,177969,188103,"Oh! Some guy. Some guy. 'Hey Jill, I saw you with some guy last night. Yes, he was"
1,7,185,4,334667,336001,"Alright, somebody."
1,7,144,4,337754,341965,"OK, I'll go. OK, senior year of college... on a pool table."
1,7,7,6,342175,343675,Whoooaa!
1,7,197,4,343976,345635,That's my sister.
1,7,108,4,346846,355437,OK... my weirdest place would have to be... the women's room on the second floor of the New York CIty public library.
1,7,144,6,355646,358565,Oh my God! What were you doing in a library?
1,7,197,4,360693,361835,"Pheebs, what about you?"
1,7,178,4,361835,364662,Oh... Milwaukee.
1,7,185,4,368576,370744,Um... Ross?
1,7,197,4,372205,375832,"Disneyland, 1989, 'It's a Small World After All.'"
1,7,7,6,378211,379294,No way!
1,7,197,4,379545,380879,The ride broke down.
1,7,197,3,381089,391098,"So, Carol and I went behind a couple of those mechanical Dutch children... then they fixed the ride, and we were asked never to return to the Magic Kingdom."
1,7,178,4,392016,393433,"Oh, Rachel."
1,7,197,3,491240,495702,"See, I see.... big passion in your future."
1,7,185,6,495912,497496,Really?
1,7,197,4,497663,499039,I do.
1,7,185,3,499790,514554,"Oh Ross, you're so great. [she playfully rubs his head and gets up]"
1,7,108,4,693150,697946,"OK, you've got to promise that you'll never, ever tell Ross that I told you."
1,7,144,4,698155,700950,About what?
1,7,108,4,700950,701092,He's planning your birthday party.
1,7,144,3,702743,704577,Oh my God! I love him!
1,7,108,2,704829,706287,You'd better act surprised.
1,7,178,4,706539,707381,About what?
1,7,144,3,707381,708773,My surprise party!
1,7,178,6,708773,708918,What surprise party?
1,7,144,3,709041,713086,Oh stop it. Joey already told me.
1,7,178,4,713713,715213,"Well, he didn't tell me."
1,7,108,4,715881,718758,"Hey, don't look at me. This is Ross's thing."
1,7,178,0,719009,722303,This is so typical. I'm always the last one to know everything.
1,7,144,4,722555,724697,"No, you are not. We tell you stuff."
1,7,178,0,724697,725287,Yuh-huh!
1,7,178,0,725391,730019,I was the last one to know when Chandler got bitten by the peacock at the zoo.
1,7,178,0,730771,733815,I was the last one to know when you had a crush on Joey when he was moving in.
1,7,178,6,736068,738820,Looks like I was second to last.
1,7,185,3,744452,746244,Hmmm... this is so nice.
1,7,197,4,750875,762093,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment."
1,7,185,4,762928,764721,OK.
1,7,197,4,765306,773354,"OK. Here goes. For a while now, I've been wanting to, um...."
1,7,185,6,773731,775253,Ohhh!!!!
1,7,197,4,775253,776249,"Yes, yes, that's right..."
1,7,185,6,776400,778735,"Oh, look at the little cat!"
1,7,197,6,778986,782113,What?  Ow!
1,7,144,4,799507,802342,This is just Bactine. It won't hurt.
1,7,108,4,805638,807972,"Sorry, that was wax."
1,7,178,5,810017,813269,"Oh, poor little Tooty is scared to death. We should find his owner."
1,7,197,1,813521,815855,Why don't we just put 'poor little Tooty' out in the hall?
1,7,185,5,817024,819776,During a blackout? He'd get trampled!
1,7,197,4,819985,821027,Yeah?
1,7,178,6,1245160,1245953,"Oh, look look look."
1,7,178,4,1245160,1257505,"10, 9, 8, 7... ... negative 46, negative 47, negative 48...."
1,7,178,4,1245953,1248511,The last candle's about to burn out.
1,7,197,4,1258674,1259526,Thank you.
1,7,178,4,1259526,1260808,Thanks.
1,7,197,2,1261969,1264971,Kinda... spooky without any lights.
1,7,108,3,1265555,1267848,Bwah-hah-hah!
1,7,197,3,1272479,1275147,"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah..."
1,7,197,4,1275399,1276316,Oh.. oh... oh.
1,7,108,4,1289079,1294333,"Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica."
1,7,104,4,1302801,1304677,"Well, this has been fun."
1,7,29,3,1304928,1310599,"Yes. Yes, thanks for letting me use your phone... and for saving my life."
1,7,104,4,1312102,1318065,"Well, goodbye Chandler. I had a great blackout.  See ya."
1,7,29,4,1333373,1339545,"Hi, um, I'm account number 7143457."
1,7,29,4,1339755,1351432,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape."
