Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
8,18,158,4,306627,309922,Hi
8,18,197,3,310089,313468,Hi!  Hey mom.
8,18,185,3,310089,318806,"This is such a great party! 35 years. Very impressive, do you guys have any pearls of wisdom?"
8,18,158,6,319307,320017,Jack?
8,18,149,6,320017,323635,Why would you serve food on such a sharp stick?
8,18,197,4,324312,327815,"That’s a good question, dad. That’s a good question"
8,18,259,3,329567,331789,Congratulations you two!
8,18,185,3,331789,334005,Thank you…we’re so excited
8,18,259,3,334155,336574,"And also, congratulations on your wedding."
8,18,197,6,337408,338576,Wha—What?
8,18,185,3,533354,536023,Open it! Open it! Open it!
8,18,197,3,535000,536023,Yeah baby!
8,18,133,3,536273,540152,So we never got to hear about your wedding!
8,18,197,4,540361,546534,"No, no, it was just our parents and 1 or 2 friends. It was a small wedding."
