Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
6,12,5,4,133883,136635,"Dude, you have got to turn on"
6,12,0,4,140682,142641,Let’s go watch it at your place.
6,12,0,3,149774,153402,"Chandler, Chandler, y’know what we should do? You and I should go out and get some new sunglasses."
6,12,5,3,153778,162578,"What? No, I want to watch this. . Did your cable go out?"
6,12,0,4,158908,162578,"No, that’s"
6,12,5,5,170086,171336,"Joey, why is your cable out?"
6,12,0,5,171546,175174,"I uh, oh! Because, uh, I haven’t really paid the bill"
6,12,5,4,175675,178886,"If you need money, will you please-please just let me loan you some money?"
6,12,0,4,179137,180139,"No, Chandler."
6,12,0,0,180139,181613,"Look, forget about it, okay?"
6,12,0,5,181806,185767,"Look, I know things have been a little tight since Janine moved out."
6,12,0,3,183806,185767,"Oh, was she hot."
6,12,5,3,185977,186937,Whoa ho.
6,12,0,6,186937,187863,I know!
6,12,0,4,188062,189564,"Yeah, but, look I can handle it."
6,12,0,4,189564,190065,All right?
6,12,0,4,190065,192123,"Look, I can listen to the radio, huh?"
6,12,0,4,192233,195277,And Ross gave me this great book (holds up the
6,12,0,4,199908,201158,Sure.
6,12,5,4,203286,204288,Paid your phone bill?
6,12,0,4,204288,206018,Not so much.
6,12,3,6,220303,225974,"Oh, I want to look too! . Yikes!"
6,12,4,4,227602,230979,"So do you think that these pictures—Are, are they trying to tell a story?"
6,12,1,4,231564,234223,"Oh, yeah, sure."
6,12,1,4,231564,241990,"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she’s crying out, ‘Where are they, where are they?’"
6,12,4,4,243243,246620,"Well, she’s not going to find them lying in the grass like that."
6,12,3,3,249165,256713,"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?"
6,12,4,4,254087,256713,Yeah.
6,12,1,4,260385,263512,"You see, now, I would date this girl."
6,12,1,4,263721,269768,"She’s cute, she’s outdoorsy, you know, and she knows how to build a fire."
6,12,1,4,266599,269768,"I mean, that’s got to come in handy"
6,12,4,4,270478,275399,"Okay, I’ve got a question. If you had to pick one of us to date, who would it be?"
6,12,1,4,276317,277319,I don’t know.
6,12,4,4,277319,278003,Me neither.
6,12,3,4,278194,279569,Rachel.
6,12,4,6,280697,281738,What?!
6,12,3,4,283283,287286,I don’t know.  Me neither.
6,12,2,3,591382,594467,"Oh, hey, Gunther, check this out."
6,12,32,3,597179,599681,"Yeah, that-that Chandler cracks me up."
6,12,0,4,603853,606813,"Hey Ross, listen, you want anything to drink, ‘cause I’m heading up there."
6,12,2,4,607231,609441,"Uh, yeah, I’ll take a coffee. Thanks, man."
6,12,0,3,611527,613069,Sure.  Coffee? ‘Cause I’m going up there.
6,12,1,4,613279,613951,No.
6,12,4,4,613951,614581,"No, thank you."
6,12,0,4,616032,618491,"You guys need anything, ‘cause I’m heading up there."
6,12,29,4,618951,620243,I’d love an ice water.
6,12,0,4,620494,621995,You got it.
6,12,4,6,623372,624706,"Joey, what are you doing?"
6,12,0,0,624957,626291,Just being friendly.
6,12,1,0,628544,631046,"Joey, honey, I don’t think you’re supposed to go back there."
6,12,0,4,631297,633256,"Nah, it’s okay. Right, Gunther?"
6,12,32,0,634508,639304,Don’t wink at me. And put on your apron.
6,12,0,5,642767,646394,"Okay, but I don’t see you asking any other paying customers to put on aprons."
6,12,4,6,647730,649732,"Joey, do you work here?"
6,12,0,4,649732,650504,No.
6,12,142,4,650691,651359,"Hey, waiter."
6,12,0,4,651359,652255,Yeah?
6,12,1,4,803928,806805,"Yeah, and I am okay with being a pushover."
6,12,3,3,807223,809390,That’s great. Good for you guys.
6,12,4,0,810059,811311,I am not high maintenance!
6,12,1,0,811311,812865,I am not a pushover!
6,12,3,4,814355,815899,Who said you were?
6,12,1,0,815899,816629,You did!
6,12,3,4,816774,819150,"Oh, I’m flaky. I’ll say anything."
