Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
7,23,4,4,754420,759299,"All right, I’m gonna go steam my wedding dress okay? Who wants the responsibility of making sure nothing happens to it?"
7,23,1,4,759550,760432,I’ll do it.
7,23,4,4,760432,762346,Who wants it? Anybody?
7,23,1,0,762887,765221,I said I’ll do it!
7,23,4,1,762887,769517,"Nobody wants to do it? All right, I’ll do it myself."
7,23,1,0,765473,769517,Monica! I’m not gonna screw it up!
7,23,4,5,769727,771709,"You’re right, I’m sorry."
7,23,4,3,771709,773419,Actually you were a big help tonight.
7,23,4,4,773606,777192,"Yeah, and thanks for putting my grandmother in the cab and making sure she got to the hotel safely."
7,23,1,3,777443,780125,Well of course that is what I’m here for!
7,23,4,4,780125,780537,Okay. Sorry.
7,23,1,6,783491,785033,Ugh!  What grandmother?
7,23,15,0,1091006,1092799,I found the picture!
7,23,0,6,1093342,1095426,What picture?!
7,23,15,0,1096553,1099597,The picture of my wife! In your pack!
7,23,0,0,1100265,1102934,You went through my personal property?
7,23,15,0,1104311,1107814,Why do have a picture of Paulette in your pack?!
7,23,0,0,1111068,1117532,"Because Vincent, we were lovers.  For two years!"
7,23,77,3,1117741,1120451,Cut! Wonderful!
7,23,0,3,1123372,1124705,Great scene yeah?
7,23,15,3,1124957,1128584,"Oh you’re awesome! And, in that last speech? You soaked me."
7,23,238,4,1129169,1132255,Here’s your call sheet for tomorrow.
7,23,3,4,1204828,1207997,I know.
7,23,3,4,1244952,1246452,Oh here’s a whole bunch.
7,23,1,4,1246662,1252625,"Oh, I mean she’s gonna be at the wedding waiting for him and people will be whispering, ""Oh that poor girl."""
7,23,1,5,1252834,1256212,Then she’ll have to come back here and live all alone.
7,23,3,6,1256421,1257483,Oh my God!
7,23,1,6,1257483,1258342,What?
7,23,3,6,1258548,1271686,"There was a pregnancy test in the garbage, and it’s positive. Monica’s pregnant.  So I guess she won’t be totally alone."
