Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
5,12,185,4,137929,139389,"Pheebs, I don’t think anyone's mad about that."
5,12,178,0,139389,142343,Exactly! Because it's in the past!
5,12,108,4,145478,147271,Anybody gonna eat that?
5,12,178,4,350433,351767,"Okay, then what happened?"
5,12,178,0,355188,359900,Ohh. Uh-huh. Uh-huh.  You'll get your turn!
5,12,197,4,360401,362903,"Hey Pheebs, what's going on?"
5,12,178,0,363404,364446,Nothing!   This is not over!
5,12,197,0,365615,367137,No! No! No!
5,12,178,6,367137,367749,What?!
5,12,197,5,367867,376249,"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in…  Actually, thanks!"
5,12,108,4,377043,379086,All right! Everybody ready to go to the movies?
5,12,197,5,379253,382172,"Uh actually, I think I'm gonna skip it."
5,12,108,6,382340,384633,Really?
5,12,197,5,382340,388345,"Yeah, I'm gonna stay and read my book. I just wanna be alone right now."
5,12,108,4,386761,392682,"Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff."
5,12,197,4,394477,395894,"That's okay, Joe."
5,12,108,4,396062,397687,"All right, let's go Pheebs."
5,12,197,6,400483,402109,Oh God!
5,12,144,2,552760,555887,"I'm telling you, something's wrong! My brother does not stay out all night."
5,12,108,4,556055,558181,Maybe we should check the trash chute.
5,12,185,4,559809,562143,Ross couldn't fit down the trash chute.
5,12,108,4,562353,567315,"That's right, he almost could. Which is exactly how I got stuck there."
5,12,178,4,568985,569957,Hey!
5,12,185,3,569957,570415,There he is!
5,12,144,0,570528,574447,Oh my God!  Where the hell have you been?!!
5,12,197,4,575283,577534,"Just, y'know out."
5,12,185,0,577743,582289,"Ohh, out, oh God, I don't know why we didn't think to check there!"
5,12,178,4,582665,583999,What were you doing?
5,12,197,4,584208,590630,"I uh, went to a bar. And then I just uh, just walked around for a while."
5,12,108,6,595845,600390,He hooked up! He hooked up with someone.
5,12,197,0,600600,605353,"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!"
5,12,108,3,605563,611067,He hooked up!! Tell us about her!
5,12,97,4,611861,622454,Ross you left you scarf in… Hey you guys.
5,12,97,4,633257,637177,Uh-oh-okay. Uh-oh-okay. I know what you all are thinking. But Chandler is in
5,12,185,4,642391,644476,Yeah! No that's what I was thinking.
5,12,97,4,646520,650857,"So I'm asking you please, take a moment before you judge me."
5,12,178,4,651025,652359,"Oh, nobody's judging you."
5,12,97,3,653361,661701,"Oh! Okay!  You, Mister Right Place at the Right Time, call me!"
5,12,197,4,670503,673004,"Okay, look, I-I know what you guys are going to say"
5,12,178,1,673214,675840,You two will have very hairy children.
5,12,197,6,677593,679427,"Okay, I didn't know you would say that."
5,12,185,0,680513,682472,Ross! Janice?!
5,12,108,4,682682,683308,"All right, hold on!"
5,12,108,4,683308,683809,Hold on.
5,12,108,4,683809,684715,Hold on.
5,12,108,4,684850,686643,"This is Ross, okay?"
5,12,108,4,686852,687564,He's our friend.
5,12,108,0,687564,690074,He obviously went crazy.
5,12,108,0,690231,692232,He obviously lost his mind.
5,12,178,4,701325,703243,So are you actually gonna see her again?
5,12,108,0,703452,706246,Phoebe! Don't put ideas in his head!
5,12,108,0,706455,708498,Damnit Phoebe!!
5,12,185,0,712795,715964,"Okay, I have to tell you something that I have never admitted during our entire friendship!"
5,12,185,0,716132,720343,"But, when we were in high school I made out with James Farrell even when I knew that you liked him!"
5,12,185,3,720511,722388,"Wow, that feels so good to get off my chest!"
5,12,185,0,722388,723876,"Okay, you go!"
5,12,144,6,725349,727892,My turn? What-what are you talking about?
5,12,185,1,728102,732313,"Ugh, Monica, I know about you and Chandler."
5,12,144,6,733441,734482,What?!
5,12,185,4,734650,741531,"I overheard you guys on the phone the other day, and you said, ""I'll just tell Rachel that I'm doing laundry for a couple of hours."""
5,12,185,4,741741,743410,"And he said, ""Laundry?"
5,12,185,4,743410,744852,Is
5,12,144,3,756756,764304,Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.
5,12,185,0,764472,771603,"Well, I wouldn't know because I got so freaked out that I hung up the phone."
5,12,144,4,769143,777650,"Well, if you had kept listening, you-you would have heard me call him Mr. Big……ot."
5,12,185,6,775733,777650,What?!
5,12,144,4,777818,784574,Mr. Bigot. He tells the most
5,12,185,0,788329,791956,All right. So you're telling me that there is nothing going on between you and Chandler.
5,12,144,6,792291,794167,Me and Chandler?!
5,12,108,4,965214,969050,"Hey Rach! Hey, you mind if I read my comic books in here?"
5,12,185,6,971011,973638,Sure! Why?
5,12,108,4,973806,977809,"Oh well, Chandler and Monica are over there and it's kinda hard to concentrate."
5,12,185,6,978852,979852,What?!
5,12,185,0,978852,982438,She just called and said that she was gonna be working late!
5,12,185,0,978852,988653,I'm just gonna go over there and confront them right now!
5,12,185,0,982648,984399,She keeps lying to me!
5,12,185,0,984608,988653,That's it!
