Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
5,5,197,4,388012,395227,"Hey, so uh, y'know how there's something I wanted to talk to you about?"
5,5,185,3,393476,395227,Oh yeah!
5,5,197,3,395395,400109,"Well, y'know how I'm trying to work things out with Emily."
5,5,197,4,400109,401851,"Well, there's this one thing… Okay,  here goes."
5,5,197,6,413496,415747,I made a promise that--Oh hey!
5,5,185,4,415915,417876,What?
5,5,197,6,417876,418016,You're nose is bleeding!
5,5,185,5,418126,420252,Oh God.
5,5,185,5,420420,421422,No!
5,5,185,0,421422,421680,Oh not again!
5,5,185,5,421796,423755,This-this happened when my grandfather died.
5,5,185,1,423923,424925,It's ugh!
5,5,185,5,424925,425972,Sorry.
5,5,185,4,427969,431721,"Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?"
5,5,197,4,435059,436518,Umm
5,5,185,5,439439,441022,Sorry. Sorry.
5,5,197,5,445820,448029,"Okay, I uh, I can't see you anymore."
5,5,185,4,448197,451783,"Yeah, I know. It's ridiculous! I can't see you either."
5,5,91,4,453911,456246,I think you'll find this room more to your liking.
5,5,29,3,456414,457664,"Okay, great."
5,5,91,4,460877,463753,They say he's only got half a tank left.
5,5,29,6,464672,468383,Half a tank? We still got a lot of high-speed chasing to do!
5,5,144,0,468968,470180,We're switching rooms again.
5,5,29,6,470180,471700,What? Why?
5,5,144,0,472180,475599,"This is a garden view room, and we paid for an ocean view room."
5,5,91,3,475808,480979,Our last ocean view room was unacceptable to you.
5,5,144,0,481856,484983,"Excuse me, umm, can I talk to you over here for just a second?"
5,5,29,4,485151,486651,Uh-huh.
5,5,29,4,489739,491865,Yeah.
5,5,144,4,489739,491865,Chandler!
5,5,144,0,492033,495744,"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!"
5,5,144,0,495912,497871,And we're not a couple of suckers!
5,5,29,4,499081,500248,"I hear ya, Mugsy!"
5,5,29,4,501751,503752,"But look, all these rooms are fine okay?"
5,5,29,0,503920,510509,"Can you just pick one so I can watch--have a perfect, magical weekend together with you."
5,5,144,4,514555,516431,"Okay,"
5,5,29,0,516599,521728,Nothing! It's over! Dammit! This is regularly scheduled programming!
5,5,144,1,522813,527275,Can we turn the TV off? Okay? Do we really want to spend the entire weekend like this?
5,5,29,0,527485,530695,"Oh, I'm sorry, am I getting in the way of all the room switching fun?"
5,5,144,0,530863,534032,"Hey, don't blame me for wigging tonight!"
5,5,29,0,530863,536868,"Oh, who should I blame? The nice bell man who had to drag out luggage to 10 different rooms?"
5,5,144,0,537036,542541,"I don't know, how about the idiot who thought he could drive from Albany to Canada on a half a tank of gas!"
5,5,29,0,543584,545961,Do not speak ill of the dead.
5,5,144,0,547547,553176,"We're supposed to uh, be spending a romantic weekend together, it-it, what is the matter with you?"
5,5,29,5,553344,557973,"I just want to watch a little television. What is the big deal? Geez, relax mom."
5,5,144,0,560893,562143,What did you say?
5,5,29,2,562728,566106,"I said, ""Geez, relax Monnnnn."""
