Season,Episode,Speaker_coded,Emotion_coded,StartTime_int,EndTime_int,Utterance
1,15,0,4,5171,7423,Thank you.
1,15,1,4,8925,11677,And a nice hot cider for Monica.
1,15,4,4,11845,13679,"Aww, thank you.  Uh Rach?"
1,15,1,4,14014,15180,Yeah?
1,15,4,6,15348,17975,Why does my cinamon stick have an eraser?
1,15,1,6,19269,23814,Oh! That's why.  I'm sorry!
1,15,29,4,84834,86752,Chandler.
1,15,5,4,87253,93383,"Mrs. Tedlock. You're looking lovely today. And may I say, that is a"
1,15,209,4,94177,99556,"Yes. Well, Mr. Kostelick wants you to stop by his office at the end of the day."
1,15,5,4,100266,101059,"Oh, listen."
1,15,5,4,101059,103788,"If this is about those prank memos, I had nothing to do with them."
1,15,5,3,103895,104317,Really.
1,15,5,4,104317,105444,Nothing at all.
1,15,5,3,105444,105786,Really.
1,15,5,4,105786,106362,Nothing.
1,15,5,4,241741,243909,Can you see my nipples through this shirt?
1,15,1,4,246663,249748,"No. But don't worry, I'm sure they're still there."
1,15,3,4,251209,252709,"Where are you going, Mr. Suity-Man?"
1,15,5,4,252877,261218,"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo.  I added the ""a-gogo."""
1,15,3,6,897771,905945,"Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube."
1,15,5,3,906113,907780,Look at this!
1,15,3,6,911285,913661,Oh! You have a window!
1,15,5,3,914496,920335,Yes indeedy!  With a beautiful view of...
1,15,3,6,915998,920335,Oh look! That guy's peeing!
1,15,5,4,921712,927675,"OK, that's enough of the view. Check this out, look at this. Sit down, sit down."
1,15,3,4,925090,927675,OK.
1,15,5,3,927843,935350,"This is great!  Helen, could you come in here for a moment?"
1,15,5,4,940898,942315,"Thank you Helen, that'll be all."
1,15,5,4,944860,946819,"Last time I do that, I promise."
1,15,4,4,1011468,1013304,Hi.
1,15,1,4,1013304,1013521,Hi.
